ANALYTICAL_TYPE,SRMSLotCode,SRMSStandardCode,JobCode,Value,AnalysisDate,SchemeCode,Analyte,StandardStatus,LowerLimit,LowerLimitInclusive,UpperLimit,UpperLimitInclusive,WarningUpper,WarningUpperInclusive,WarningLower,WarningLowerInclusive,TargetValue,ParentValue,UnitCode,SpecificationCode,SampleID,SourceCategory,SRMSAssumption,Deviation,DeviationPct,RollingMean,RollingStd,DistanceToLower,DistanceToUpper,LimitSpan,WithinRangePct,RuleFlag,RuleFlagScore,IForestAnomaly,IForestScore,IForestScoreNorm,RiskScore,RiskLevel
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,0.209768586387,2020-10-07 01:47:48,GE_ICP40Q12,S,Pass,0.1558956,Y,0.2461044,Y,0.2296023,Y,0.1723977,Y,0.201,,PERC,OREAS_62F,TSV_LB0003956819-78573,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.008768586387,4.362480789552,0.20269464666319997,0.015033413958582254,0.053872986387,0.036335813613000006,0.0902088,59.72032261486684,Green,0,False,0.3119217372423548,0.0021150249210029892,3.11,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,2.795935078534,2020-10-07 01:47:48,GE_ICP40Q12,FE,Pass,2.4238668,Y,3.0181332,Y,2.9095653,Y,2.5324347,Y,2.721,,PERC,OREAS_62F,TSV_LB0003956819-78574,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.074935078534,2.753953639618,2.7037329849366003,0.16098488587363155,0.37206827853399993,0.22219812146600004,0.5942664,62.60967783707777,Green,0,False,0.3118739056207769,0.0020246101196377247,1.98,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,6.335078534031,2020-10-07 01:47:48,GE_ICP40Q12,AG,Pass,3.673105,Y,7.266895,Y,6.609948,Y,4.330052,Y,5.47,,MG_KG,OREAS_62F,TSV_LB0003956819-78575,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.865078534031,15.814964059068,5.552934893725401,0.7092594197667723,2.661973534031,0.9318164659689998,3.59379,74.07148258609992,Green,0,False,0.314327772231261,0.006663086818623297,11.24,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,-16.586387434555,2020-10-07 01:47:48,GE_ICP40Q12,BI,LowerFailure,-12.436998,Y,12.576998,Y,8.00324,Y,-7.86324,Y,0.07,,MG_KG,OREAS_62F,TSV_LB0003956819-78576,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-16.656387434555,-23794.839192221425,-5.2755492270204005,7.664073564512974,-4.149389434554999,29.163385434555,25.013996,-16.588270960605414,Red,2,False,0.4852401425027007,0.32973404906463455,63.27,High
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,43.141361256545,2020-10-07 01:47:48,GE_ICP40Q12,CU,UpperFailure,32.32045,Y,42.27955,Y,40.45931,Y,34.14069,Y,37.3,,MG_KG,OREAS_62F,TSV_LB0003956819-78577,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,5.841361256545,15.66048594248,45.7062079125666,13.311538018834186,10.820911256544996,-0.8618112565449962,9.9591,108.65350540254637,Red,2,False,0.3657549844066271,0.1038745343969248,33.60,Medium
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,11.79057591623,2020-10-07 01:47:48,GE_ICP40Q12,AS,Pass,-0.462162,Y,16.102162,Y,13.073476,Y,2.566524,Y,7.82,,MG_KG,OREAS_62F,TSV_LB0003956819-78572,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,3.97057591623,50.774628084783,8.842178282094599,2.0739144848877946,12.25273791623,4.311586083769999,16.564324,73.97064870398576,Green,0,False,0.3226405415358306,0.02237648646249438,35.57,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,-24.857142857143,2020-10-07 01:56:41,GE_ICP40Q12,BI,LowerFailure,-11.878971,Y,13.258971,Y,8.662536,Y,-7.282536,Y,0.69,,MG_KG,OREAS_501C,TSV_LB0003956713-78556,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-25.547142857143,-3702.484472049711,-15.1506294001728,14.560070982432444,-12.978171857143,38.116113857143,25.137942000000002,-51.627821629722106,Red,2,False,0.44560116368666663,0.254805575436852,61.41,High
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,3198.809523809524,2020-10-07 01:56:41,GE_ICP40Q12,CU,UpperFailure,2478.1225,Y,3031.8775,Y,2930.4935,Y,2579.5065,Y,2755.0,,MG_KG,OREAS_501C,TSV_LB0003956713-78557,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,443.809523809524,16.109238613776,2856.097368820371,377.90388991477636,720.6870238095239,-166.9320238095238,553.7550000000001,130.1454657401782,Red,2,True,0.6227839473885706,0.5897293280773975,47.14,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,1.428571428571,2020-10-07 01:56:41,GE_ICP40Q12,TE,Pass,-2.275,Y,2.775,Y,1.851625,Y,-1.351625,Y,0.25,,MG_KG,OREAS_501C,TSV_LB0003956713-78558,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.178571428571,471.4285714284,-1.2249938568550003,5.5541629495062885,3.703571428571,1.3464285714289999,5.05,73.33804809051486,Green,0,False,0.33449475065440093,0.04478417257976969,36.14,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,2.714285714286,2020-10-07 01:56:41,GE_ICP40Q12,W,Pass,-20.968192,Y,29.928192,Y,20.621888,Y,-11.661888,Y,4.48,,MG_KG,OREAS_501C,TSV_LB0003956713-78559,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-1.765714285714,-39.413265306116,4.326212071846,0.9853038701717595,23.682477714285998,27.213906285714,50.896384,46.5307667324382,Green,0,False,0.33427673020315773,0.044372054505106145,28.70,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,15.342857142857,2020-10-07 01:56:41,GE_ICP40Q12,SE,UpperFailure,0.55998,Y,6.24002,Y,5.20132,Y,1.59868,Y,3.4,,MG_KG,OREAS_501C,TSV_LB0003956713-78561,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,11.942857142857,351.260504201676,7.568932887765601,6.207801643823902,14.782877142857,-9.102837142856998,5.68004,260.2600887116464,Red,2,False,0.39996046275563185,0.1685322112329982,59.23,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,22.866666666667,2020-10-07 01:56:41,GE_ICP40Q12,PB,Pass,14.3491,Y,28.6509,Y,26.0365,Y,16.9635,Y,21.5,,MG_KG,OREAS_501C,TSV_LB0003956713-78562,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.366666666667,6.356589147288,21.1604035827132,2.567353710993922,8.517566666667001,5.784233333332999,14.3018,59.55590671570712,Green,0,False,0.3181086576582818,0.013809990761910527,4.80,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,32.380952380952,2020-10-07 01:56:41,GE_ICP40Q12,AS,UpperWarning,14.01018,Y,33.78982,Y,30.17375,Y,17.62625,Y,23.9,,MG_KG,OREAS_501C,TSV_LB0003956713-78563,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,8.480952380952,35.485156405657,26.776504035975403,3.491234880047735,18.370772380952005,1.4088676190479958,19.77964,92.87718270379038,Yellow,1,False,0.3419830401731351,0.0589390807151607,36.32,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,114.352380952381,2020-10-07 01:56:41,GE_ICP40Q12,MO,UpperFailure,84.7974,Y,109.2026,Y,104.7406,Y,89.2594,Y,97.0,,MG_KG,OREAS_501C,TSV_LB0003956713-78564,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,17.352380952381,17.889052528228,101.71086589764239,8.768915024188813,29.554980952381,-5.149780952380993,24.405200000000008,121.10116267181171,Red,2,False,0.3803702788487607,0.13150142431384443,35.84,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,0.114285714286,2020-10-07 01:56:41,GE_ICP40Q12,AG,Pass,-0.8351015,Y,1.7571015,Y,1.2831013,Y,-0.3611013,Y,0.461,,MG_KG,OREAS_501C,TSV_LB0003956713-78565,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.346714285714,-75.209172606074,0.48932595623740005,0.3205359698120383,0.949387214286,1.642815785714,2.592203,36.62472477217255,Green,0,False,0.31815139578663576,0.013890777472843067,35.35,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956713,8.771428571429,2020-10-07 01:56:41,GE_ICP40Q12,SB,Pass,-10.456982,Y,14.996982,Y,10.342801,Y,-5.802801,Y,2.27,,MG_KG,OREAS_501C,TSV_LB0003956713-78560,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,6.501428571429,286.406544996872,4.427872791609799,2.9916489188440307,19.228410571429002,6.225553428570999,25.453964,75.5419099808148,Green,0,False,0.3333064630491926,0.04253798513628645,36.07,Medium
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,7406.126829268293,2020-10-07 01:58:10,GE_ICP40Q12,PB,UpperFailure,5611.008,Y,6868.992,Y,6638.736,Y,5841.264,Y,6240.0,,MG_KG,OREAS_624,TSV_LB0003956713-78546,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1166.126829268293,18.687929956223,6347.278445230613,658.2551606498254,1795.1188292682928,-537.1348292682924,1257.9840000000004,142.69806525904082,Red,2,True,0.6785220159637222,0.6950894691819265,52.41,Medium
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,21.121951219512,2020-10-07 01:58:10,GE_ICP40Q12,MO,UpperFailure,12.16958,Y,20.43042,Y,18.91941,Y,13.68059,Y,16.3,,MG_KG,OREAS_624,TSV_LB0003956713-78547,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,4.821951219512,29.582522819092,16.9345869676118,2.576763513961238,8.952371219511999,-0.6915312195119974,8.260840000000002,108.37119735416734,Red,2,False,0.3580099569229124,0.08923432153338783,42.95,Medium
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,64.146341463415,2020-10-07 01:58:10,GE_ICP40Q12,AG,UpperFailure,39.51972,Y,51.08028,Y,48.96477,Y,41.63523,Y,45.3,,MG_KG,OREAS_624,TSV_LB0003956713-78548,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,18.846341463415,41.603402788996,45.8595595442208,11.607770161783856,24.626621463415,-13.066061463414997,11.560560000000002,213.0227382013933,Red,2,False,0.3931615446165554,0.15568040289440455,53.05,Medium
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,-17.970731707317,2020-10-07 01:58:10,GE_ICP40Q12,BI,LowerFailure,7.57085,Y,37.02915,Y,31.6437,Y,12.9563,Y,22.3,,MG_KG,OREAS_624,TSV_LB0003956713-78549,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-40.270731707317,-180.586240839987,7.194912482066002,16.41651651697712,-25.541581707317,54.999881707317,29.4583,-86.70419442845309,Red,2,False,0.4316130753605276,0.22836427602516685,60.76,High
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,160.643902439024,2020-10-07 01:58:10,GE_ICP40Q12,AS,UpperFailure,90.6008,Y,127.3992,Y,120.6739,Y,97.3261,Y,109.0,,MG_KG,OREAS_624,TSV_LB0003956713-78550,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,51.643902439024,47.379727008279,121.23022246872179,22.286695831412338,70.043102439024,-33.24470243902401,36.79839999999999,190.34279327096837,Red,2,False,0.438073799684657,0.24057680587825894,59.25,Medium
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,-46.214634146341,2020-10-07 01:58:10,GE_ICP40Q12,W,LowerFailure,-21.066896,Y,29.806896,Y,20.504914,Y,-11.764914,Y,4.37,,MG_KG,OREAS_624,TSV_LB0003956713-78552,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-50.584634146341,-1157.54311547691,-13.856622604419007,25.148201251615124,-25.147738146341,76.021530146341,50.873791999999995,-49.43161725853068,Red,2,False,0.46267826273813284,0.28708594703409485,62.25,High
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,-25.365853658537,2020-10-07 01:58:10,GE_ICP40Q12,TE,LowerFailure,-1.824975,Y,3.324975,Y,2.38335,Y,-0.88335,Y,0.75,,MG_KG,OREAS_624,TSV_LB0003956713-78555,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-26.115853658537,-3482.113821138267,-9.3311936949956,13.875223287796732,-23.540878658537,28.690828658536997,5.14995,-457.1088779218633,Red,2,False,0.48495286259854137,0.3291910117471877,63.27,High
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,87.239024390244,2020-10-07 01:58:10,GE_ICP40Q12,SE,UpperFailure,24.58869,Y,35.61131,Y,33.59461,Y,26.60539,Y,30.1,,MG_KG,OREAS_624,TSV_LB0003956713-78551,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,57.139024390244,189.830645814764,43.98312831282,24.283865567833896,62.650334390244,-51.627714390243995,11.022620000000003,568.3796991118626,Red,2,False,0.48362017448455746,0.32667186798553477,63.24,High
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,84.448780487805,2020-10-07 01:58:10,GE_ICP40Q12,SB,UpperWarning,47.7978,Y,86.2022,Y,79.1806,Y,54.8194,Y,67.0,,MG_KG,OREAS_624,TSV_LB0003956713-78553,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,17.448780487805,26.042955951948,62.240311273119595,14.555161194833115,36.65098048780499,1.7534195121950091,38.4044,95.43432650374695,Yellow,1,False,0.3579275234837438,0.08907849986599684,30.50,Medium
Standard,OREAS_624,OREAS_624,TSV_LB0003956713,38135.21951219512,2020-10-07 01:58:10,GE_ICP40Q12,CU,UpperFailure,27906.3,Y,34107.7,Y,32972.8438,Y,29041.1562,Y,31007.0,,MG_KG,OREAS_624,TSV_LB0003956713-78554,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,7128.219512195123,22.989065411666,31974.612522898242,3940.7419853272804,10228.919512195123,-4027.5195121951256,6201.399999999998,164.9453270583276,Red,2,True,0.7934152894795908,0.9122690704677473,70.59,High
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,0.303083091787,2020-10-07 02:27:51,GE_ICP40Q12,S,LowerWarning,0.287316,Y,0.406684,Y,0.3848577,Y,0.3091423,Y,0.347,,PERC,OREAS_501C,TSV_LB0003956819-78521,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.043916908213,-12.656169513833,0.32876343113460005,0.021006325862044803,0.015767091786999976,0.103600908213,0.11936799999999997,13.208809552811458,Yellow,1,False,0.3288003451772588,0.034020194208880035,19.71,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,9.004830917874,2020-10-07 02:27:51,GE_ICP40Q12,SB,Pass,-10.456982,Y,14.996982,Y,10.342801,Y,-5.802801,Y,2.27,,MG_KG,OREAS_501C,TSV_LB0003956819-78522,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,6.734830917874,296.688586690485,5.806267546613199,3.2360948976731083,19.461812917874,5.992151082126,25.453964,76.45886871637754,Green,0,False,0.3330359601652327,0.04202666095961945,36.06,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,20.927536231884,2020-10-07 02:27:51,GE_ICP40Q12,PB,Pass,14.3491,Y,28.6509,Y,26.0365,Y,16.9635,Y,21.5,,MG_KG,OREAS_501C,TSV_LB0003956819-78523,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.572463768116,-2.662622177284,21.4607433649752,2.3958144476723233,6.578436231884002,7.723363768115998,14.3018,45.99726070763122,Green,0,False,0.3169585741743275,0.011636019520190251,2.16,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,91.951690821256,2020-10-07 02:27:51,GE_ICP40Q12,ZN,UpperFailure,70.3971,Y,91.6029,Y,87.723,Y,74.277,Y,81.0,,MG_KG,OREAS_501C,TSV_LB0003956819-78524,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,10.951690821256,13.520605952168,87.8270249158014,3.9265039184796575,21.554590821256,-0.3487908212559887,21.20580000000001,101.6447897332616,Red,2,False,0.3667995176640393,0.10584898694260166,32.12,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,4.618002898551,2020-10-07 02:27:51,GE_ICP40Q12,FE,Pass,3.98008,Y,4.91992,Y,4.74815,Y,4.15185,Y,4.45,,PERC,OREAS_501C,TSV_LB0003956819-78526,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.168002898551,3.775346034854,4.409248747120801,0.14575484056678292,0.6379228985510004,0.30191710144899986,0.9398400000000002,67.8756914529069,Green,0,False,0.3127492167991074,0.0036791868141087514,2.74,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,3145.275362318841,2020-10-07 02:27:51,GE_ICP40Q12,CU,UpperFailure,2478.1225,Y,3031.8775,Y,2930.4935,Y,2579.5065,Y,2755.0,,MG_KG,OREAS_501C,TSV_LB0003956819-78525,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,390.275362318841,14.166074857308,2906.9533986301103,400.22486604014,667.152862318841,-113.39786231884091,553.7550000000001,120.47798436471741,Red,2,True,0.6151960083115168,0.5753860551171399,45.49,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,-0.202898550725,2020-10-07 02:27:51,GE_ICP40Q12,AG,Pass,-0.8351015,Y,1.7571015,Y,1.2831013,Y,-0.3611013,Y,0.461,,MG_KG,OREAS_501C,TSV_LB0003956819-78528,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.663898550725,-144.012700808026,0.28950453993120007,0.3861114130551511,0.6322029492750001,1.9600000507250002,2.592203,24.38863581575209,Green,0,False,0.3219019332580773,0.020980315508702975,35.53,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,-3.75845410628,2020-10-07 02:27:51,GE_ICP40Q12,TE,LowerFailure,-2.275,Y,2.775,Y,1.851625,Y,-1.351625,Y,0.25,,MG_KG,OREAS_501C,TSV_LB0003956819-78529,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-4.00845410628,-1603.381642512,-2.0448751543014003,5.5677668500233635,-1.48345410628,6.53345410628,5.05,-29.37532883722772,Red,2,False,0.39801666027800203,0.16485789476388193,59.14,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,114.019323671498,2020-10-07 02:27:51,GE_ICP40Q12,MO,UpperFailure,84.7974,Y,109.2026,Y,104.7406,Y,89.2594,Y,97.0,,MG_KG,OREAS_501C,TSV_LB0003956819-78530,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,17.019323671498,17.545694506699,106.39187348908479,7.522970880164293,29.221923671498004,-4.816723671497996,24.405200000000008,119.73646465301655,Red,2,False,0.3785677485463239,0.12809415075979463,35.51,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,-1.004830917874,2020-10-07 02:27:51,GE_ICP40Q12,SE,LowerFailure,0.55998,Y,6.24002,Y,5.20132,Y,1.59868,Y,3.4,,MG_KG,OREAS_501C,TSV_LB0003956819-78531,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-4.404830917874,-129.553850525706,6.989325927491801,6.959939114662549,-1.564810917874,7.244850917874,5.68004,-27.54929398162689,Red,2,False,0.36438202858896224,0.10127927370028945,57.55,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,19.555555555556,2020-10-07 02:27:51,GE_ICP40Q12,AS,Pass,14.01018,Y,33.78982,Y,30.17375,Y,17.62625,Y,23.9,,MG_KG,OREAS_501C,TSV_LB0003956819-78532,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-4.344444444444,-18.177591817757,25.620948480420005,4.799419132058554,5.545375555556001,14.234264444443998,19.77964,28.035775957277288,Green,0,False,0.327461487292025,0.03148938789798409,13.53,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,7.806763285024,2020-10-07 02:27:51,GE_ICP40Q12,W,Pass,-20.968192,Y,29.928192,Y,20.621888,Y,-11.661888,Y,4.48,,MG_KG,OREAS_501C,TSV_LB0003956819-78533,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,3.326763285024,74.258109040714,4.8636412838748,1.8657363886202052,28.774955285024,22.121428714976,50.896384,56.53634506731166,Green,0,False,0.33644670298408713,0.04847389449052739,36.22,Medium
Standard,OREAS_501C,OREAS_501C,TSV_LB0003956819,-24.840579710145,2020-10-07 02:27:51,GE_ICP40Q12,BI,LowerFailure,-11.878971,Y,13.258971,Y,8.662536,Y,-7.282536,Y,0.69,,MG_KG,OREAS_501C,TSV_LB0003956819-78527,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-25.530579710145,-3700.084015963044,-14.321616155599,13.665959605907961,-12.961608710145,38.099550710145,25.137942000000002,-51.56193259633187,Red,2,False,0.44560116368666663,0.254805575436852,61.41,High
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,-2.43,2020-10-07 03:09:09,GE_ICP40Q12,W,Pass,-23.641013,Y,26.661013,Y,17.463452,Y,-14.443452,Y,1.51,,MG_KG,OREAS_62F,TSV_LB0003956819-78499,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-3.94,-260.927152317881,0.3377178672443999,1.795310806854956,21.211013,29.091013,50.302026,42.16731349946025,Green,0,False,0.3439881342151264,0.06272925494603165,36.57,Medium
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,0.192657,2020-10-07 03:09:09,GE_ICP40Q12,S,Pass,0.1558956,Y,0.2461044,Y,0.2296023,Y,0.1723977,Y,0.201,,PERC,OREAS_62F,TSV_LB0003956819-78496,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.008343,-4.150746268657,0.1990466527238,0.014755940240080702,0.0367614,0.053447400000000006,0.0902088,40.75145662064011,Green,0,False,0.313060782207187,0.004268130353017009,3.01,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,50.54,2020-10-07 03:09:09,GE_ICP40Q12,CU,UpperFailure,32.32045,Y,42.27955,Y,40.45931,Y,34.14069,Y,37.3,,MG_KG,OREAS_62F,TSV_LB0003956819-78497,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,13.24,35.495978552279,41.983904882263595,5.319623879474575,18.219549999999998,-8.260449999999999,9.9591,182.94373989617534,Red,2,False,0.38127735556000136,0.1332160465232612,48.19,Medium
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,1.77,2020-10-07 03:09:09,GE_ICP40Q12,PB,LowerWarning,1.444172,Y,12.875828,Y,10.785824,Y,3.534176,Y,7.16,,MG_KG,OREAS_62F,TSV_LB0003956819-78498,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-5.39,-75.279329608939,4.461522967075999,3.02724795341138,0.325828,11.105828,11.431656,2.8502257240770716,Yellow,1,False,0.3384779153923882,0.05231343955232519,46.32,Medium
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,5.88,2020-10-07 03:09:09,GE_ICP40Q12,AG,Pass,3.673105,Y,7.266895,Y,6.609948,Y,4.330052,Y,5.47,,MG_KG,OREAS_62F,TSV_LB0003956819-78500,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.41,7.495429616088,5.5107530755436,0.6746952119463011,2.206895,1.386895,3.59379,61.408568669844364,Green,0,False,0.31198777315396886,0.0022398507921442723,5.30,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,2.743681,2020-10-07 03:09:09,GE_ICP40Q12,FE,Pass,2.4238668,Y,3.0181332,Y,2.9095653,Y,2.5324347,Y,2.721,,PERC,OREAS_62F,TSV_LB0003956819-78506,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.022681,0.8335538405,2.7489426744604,0.12288961174049388,0.31981420000000016,0.2744521999999998,0.5942664,53.816638463827026,Green,0,False,0.3109406204215579,0.0002604467247777014,0.59,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,17.68,2020-10-07 03:09:09,GE_ICP40Q12,AS,UpperFailure,-0.462162,Y,16.102162,Y,13.073476,Y,2.566524,Y,7.82,,MG_KG,OREAS_62F,TSV_LB0003956819-78502,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,9.86,126.086956521739,10.941725080124199,4.198683881374816,18.142162,-1.5778379999999999,16.564324,109.52552002725857,Red,2,False,0.3658161228820702,0.10399010277889906,57.61,Medium
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,2.52,2020-10-07 03:09:09,GE_ICP40Q12,MO,Pass,-0.808024,Y,4.568024,Y,3.584972,Y,0.175028,Y,1.88,,MG_KG,OREAS_62F,TSV_LB0003956819-78503,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.64,34.042553191489,2.3624916433552,0.9374555795401318,3.328024,2.0480240000000003,5.376048,61.90465561319394,Green,0,False,0.31394614482788213,0.005941707013093418,23.98,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,-12.75,2020-10-07 03:09:09,GE_ICP40Q12,BI,LowerFailure,-12.436998,Y,12.576998,Y,8.00324,Y,-7.86324,Y,0.07,,MG_KG,OREAS_62F,TSV_LB0003956819-78504,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-12.82,-18314.285714285714,-5.835650237121401,8.176264037482865,-0.3130019999999991,25.326998,25.013996,-1.2513074680270961,Red,2,False,0.4697232041877321,0.30040280648361345,62.53,High
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,10.38,2020-10-07 03:09:09,GE_ICP40Q12,SB,UpperWarning,-11.356975,Y,13.896975,Y,9.279382,Y,-6.739382,Y,1.27,,MG_KG,OREAS_62F,TSV_LB0003956819-78505,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,9.11,717.322834645669,3.3384006200778003,3.9640191615197606,21.736975,3.5169749999999986,25.25395,86.07356472947797,Yellow,1,False,0.36297784160908864,0.0986249775949777,47.48,Medium
Standard,OREAS_62F,OREAS_62F,TSV_LB0003956819,54.47,2020-10-07 03:09:09,GE_ICP40Q12,ZN,Pass,42.5,Y,57.5,Y,54.755,Y,45.245,Y,50.0,,MG_KG,OREAS_62F,TSV_LB0003956819-78501,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,4.47,8.94,49.154266080141,5.175891781131037,11.969999999999999,3.030000000000001,15.0,79.8,Green,0,False,0.3280483170043924,0.03259865599571152,7.09,Low
