ANALYTICAL_TYPE,SRMSLotCode,SRMSStandardCode,JobCode,Value,AnalysisDate,SchemeCode,Analyte,StandardStatus,LowerLimit,LowerLimitInclusive,UpperLimit,UpperLimitInclusive,WarningUpper,WarningUpperInclusive,WarningLower,WarningLowerInclusive,TargetValue,ParentValue,UnitCode,SpecificationCode,SampleID,SourceCategory,SRMSAssumption,Deviation,DeviationPct,RollingMean,RollingStd,DistanceToLower,DistanceToUpper,LimitSpan,WithinRangePct,RuleFlag,RuleFlagScore,IForestAnomaly,IForestScore,IForestScoreNorm,RiskScore,RiskLevel
Standard,OREAS_501C,OREAS_501C,TSV_LB0002628992,0.259340659341,2020-06-26 02:40:42,GE_IMS40Q12,TE,Pass,0.1,Y,0.4,Y,0.34515,Y,0.15485,Y,0.25,,MG_KG,OREAS_501C,TSV_LB0002628992-99997,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.009340659341,3.7362637364,0.259340659341,0.0,0.15934065934099997,0.14065934065900004,0.30000000000000004,53.11355311366665,Green,0,False,0.3112947342061748,0.000929818291967776,2.64,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0002628992,24.835164835165,2020-06-26 02:40:42,GE_IMS40Q12,AS,Pass,21.01049,Y,26.78951,Y,25.73313,Y,22.06687,Y,23.9,,MG_KG,OREAS_501C,TSV_LB0002628992-99994,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.935164835165,3.912823578096,24.835164835165,0.0,3.8246748351649984,1.9543451648350008,5.779019999999999,66.18206607980244,Green,0,False,0.3172613009288466,0.01220825559488026,3.04,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0002628992,0.675824175824,2020-06-26 02:40:42,GE_IMS40Q12,BI,Pass,0.521019,Y,0.858981,Y,0.797157,Y,0.582843,Y,0.69,,MG_KG,OREAS_501C,TSV_LB0002628992-99996,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.014175824176,-2.054467271884,0.675824175824,0.0,0.154805175824,0.183156824176,0.337962,45.80549760742333,Green,0,False,0.31168681953065847,0.0016709664187083677,1.48,Low
Standard,OREAS_501C,OREAS_501C,TSV_LB0002628992,2.263736263736,2020-06-26 02:40:42,GE_IMS40Q12,SE,Pass,-3.137085,Y,7.277085,Y,5.372892,Y,-1.232892,Y,2.07,,MG_KG,OREAS_501C,TSV_LB0002628992-99995,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.193736263736,9.35923979401,2.263736263736,0.0,5.400821263736,5.013348736264,10.414169999999999,51.86031401192799,Green,0,False,0.3142559508874025,0.006527324903711439,6.71,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002628992,21.037735849057,2020-06-26 02:50:23,GE_IMS40Q12,BI,Pass,19.96965,Y,24.63035,Y,23.77849,Y,20.82151,Y,22.3,,MG_KG,OREAS_624,TSV_LB0002628992-99986,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-1.262264150943,-5.660377358489,21.037735849057,0.0,1.0680858490569989,3.5926141509429996,4.6606999999999985,22.91685474407276,Green,0,False,0.32134243456577344,0.019922710488007745,4.46,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002628992,35.660377358491,2020-06-26 02:50:23,GE_IMS40Q12,SE,UpperWarning,22.09039,Y,38.10961,Y,35.18088,Y,25.01912,Y,30.1,,MG_KG,OREAS_624,TSV_LB0002628992-99989,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,5.560377358491,18.473014480037,35.660377358491,0.0,13.569987358490998,2.449232641509006,16.019220000000004,84.71066230747186,Yellow,1,False,0.33499426189856824,0.04572838497381429,24.07,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002628992,0.77358490566,2020-06-26 02:50:23,GE_IMS40Q12,TE,Pass,0.549975,Y,0.950025,Y,0.8769,Y,0.6231,Y,0.75,,MG_KG,OREAS_624,TSV_LB0002628992-99988,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.02358490566,3.144654088,0.77358490566,0.0,0.22360990566000005,0.17644009433999996,0.40005,55.895489478815165,Green,0,False,0.3114939327163133,0.001306357767994051,2.23,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002628992,115.094339622642,2020-06-26 02:50:23,GE_IMS40Q12,AS,Pass,97.5986,Y,120.4014,Y,116.2267,Y,101.7733,Y,109.0,,MG_KG,OREAS_624,TSV_LB0002628992-99987,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,6.094339622642,5.591137268479,115.094339622642,0.0,17.49573962264199,5.307060377357999,22.80279999999999,76.72627757399091,Green,0,False,0.33431417541080005,0.04444283615329985,5.02,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002628992,1.308108108108,2020-06-26 04:14:10,GE_IMS40Q12,TE,Pass,0.95496,Y,1.44504,Y,1.3554,Y,1.0446,Y,1.2,,MG_KG,OREAS_62F,TSV_LB0002628992-99973,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.108108108108,9.009009009,1.308108108108,0.0,0.3531481081079999,0.13693189189200017,0.49008000000000007,72.0592776909892,Green,0,False,0.31266297738777155,0.003516170821997992,6.39,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002628992,8.756756756757,2020-06-26 04:14:10,GE_IMS40Q12,AS,Pass,4.537946,Y,11.102054,Y,9.901684,Y,5.738316,Y,7.82,,MG_KG,OREAS_62F,TSV_LB0002628992-99971,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.936756756757,11.978986659297,8.756756756757,0.0,4.218810756757,2.3452972432430013,6.564108000000001,64.27089189813755,Green,0,False,0.31376080041705234,0.005591355560716968,8.53,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002628992,1.459459459459,2020-06-26 04:14:10,GE_IMS40Q12,SB,UpperWarning,1.018032,Y,1.521968,Y,1.429766,Y,1.110234,Y,1.27,,MG_KG,OREAS_62F,TSV_LB0002628992-99974,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.189459459459,14.918067673937,1.459459459459,0.0,0.44142745945899997,0.06250854054099997,0.5039359999999999,87.59593667826867,Yellow,1,False,0.32562752816091517,0.028022705291765943,21.14,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002628992,0.063783783784,2020-06-26 04:14:10,GE_IMS40Q12,BI,Pass,-0.037002,Y,0.177002,Y,0.137872,Y,0.002128,Y,0.07,,MG_KG,OREAS_62F,TSV_LB0002628992-99972,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.006216216216,-8.88030888,0.063783783784,0.0,0.100785783784,0.11321821621599999,0.214004,47.095280361114746,Green,0,False,0.31230471570769197,0.0028389586018681178,6.29,Low
Standard,Sample,OREAS_502C,TSV_LB0002628992,0.513488372093,2020-06-26 04:23:55,GE_IMS40Q12,TE,Pass,0.289018,Y,0.630982,Y,0.568468,Y,0.351532,Y,0.46,,MG_KG,OREAS_502C,TSV_LB0002628992-99965,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.053488372093,11.627906976739,0.513488372093,0.0,0.22447037209300003,0.11749362790700002,0.34196400000000005,65.64152135692646,Green,0,False,0.31257585997074044,0.0033514951598213718,8.22,Low
Standard,Sample,OREAS_502C,TSV_LB0002628992,60.744186046512,2020-06-26 04:23:55,GE_IMS40Q12,AS,Pass,50.7984,Y,63.2016,Y,60.933,Y,53.067,Y,57.0,,MG_KG,OREAS_502C,TSV_LB0002628992-99964,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,3.744186046512,6.568747450021,60.744186046512,0.0,9.945786046511998,2.4574139534880004,12.403199999999998,80.18725850193498,Green,0,False,0.32890944866146143,0.03422642953034771,5.45,Low
Standard,Sample,OREAS_502C,TSV_LB0002628992,6.725581395349,2020-06-26 04:23:55,GE_IMS40Q12,SB,Pass,5.608148,Y,7.131852,Y,6.853483,Y,5.886517,Y,6.37,,MG_KG,OREAS_502C,TSV_LB0002628992-99963,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.355581395349,5.582125515683,6.725581395349,0.0,1.1174333953489999,0.4062706046510005,1.5237040000000004,73.33664513245353,Green,0,False,0.31300729389788684,0.004167022870117562,4.01,Low
Standard,Sample,OREAS_502C,TSV_LB0002628992,0.667906976744,2020-06-26 04:23:55,GE_IMS40Q12,BI,Pass,0.502969,Y,0.837031,Y,0.775927,Y,0.564073,Y,0.67,,MG_KG,OREAS_502C,TSV_LB0002628992-99962,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.002093023256,-0.312391530746,0.667906976744,0.0,0.16493797674400001,0.16912402325599996,0.33406199999999997,49.37346263388234,Green,0,False,0.31151281665383723,0.0013420535567608683,0.25,Low
Standard,Sample,OREAS_502C,TSV_LB0002628992,3.618604651163,2020-06-26 04:23:55,GE_IMS40Q12,SE,Pass,-1.94004,Y,8.74004,Y,6.78708,Y,0.01292,Y,3.4,,MG_KG,OREAS_502C,TSV_LB0002628992-99961,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.218604651163,6.429548563618,3.618604651163,0.0,5.558644651163,5.121435348837,10.68008,52.04684469744608,Green,0,False,0.3142559508874025,0.006527324903711439,4.66,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,0.937810945274,2020-06-26 07:23:28,GE_IMS40Q12,AG,UpperWarning,0.697034,Y,0.962966,Y,0.914328,Y,0.745672,Y,0.83,,MG_KG,OREAS_503C,TSV_LB0002610007-99959,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.107810945274,12.98927051494,0.937810945274,0.0,0.24077694527399995,0.025155054725999992,0.26593199999999995,90.54079436622897,Yellow,1,False,0.32837025758260047,0.03320721143393128,19.92,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,34.582524271845,2020-06-26 07:23:28,GE_IMS40Q12,AG,IgnoredLowerFailure,40.72017,Y,49.87983,Y,48.20373,Y,42.39627,Y,45.3,,MG_KG,OREAS_624,TSV_LB0002610007-99956,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-10.717475728155,-23.658886817119,34.582524271845,0.0,-6.137645728155,15.297305728154996,9.159659999999995,-67.00735320039175,Red,2,False,0.3854918889880813,0.14118266337998905,40.09,Medium
Standard,Sample,OREAS_502C,TSV_LB0002610007,0.787464114833,2020-06-26 07:23:28,GE_IMS40Q12,AG,Pass,0.6510882,Y,0.9069118,Y,0.8601718,Y,0.6978282,Y,0.779,,MG_KG,OREAS_502C,TSV_LB0002610007-99953,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.008464114833,1.08653592208,0.787464114833,0.0,0.13637591483300004,0.119447685167,0.25582360000000004,53.30857467137513,Green,0,False,0.31138586633736276,0.0011020828581174299,0.79,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,8.944,2020-06-26 07:23:28,GE_IMS40Q12,AG,IgnoredUpperFailure,4.873223,Y,6.066777,Y,5.848524,Y,5.091476,Y,5.47,,MG_KG,OREAS_62F,TSV_LB0002610007-99952,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,3.474,63.510054844607,8.944,0.0,4.0707770000000005,-2.8772230000000008,1.1935539999999998,341.0634960797753,Red,2,False,0.4007899202452582,0.17010011195832406,59.25,Medium
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,117.087378640777,2020-06-26 07:30:58,GE_IMS40Q12,AS,UpperWarning,97.5986,Y,120.4014,Y,116.2267,Y,101.7733,Y,109.0,,MG_KG,OREAS_624,TSV_LB0002610007-99951,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,8.087378640777,7.419613431906,116.0908591317095,1.4092914048926475,19.488778640777,3.3140213592229912,22.80279999999999,85.46660340299002,Yellow,1,False,0.3472432980865533,0.0688824018630168,16.92,Low
Standard,Sample,OREAS_502C,TSV_LB0002610007,58.564593301435,2020-06-26 07:30:58,GE_IMS40Q12,AS,Pass,50.7984,Y,63.2016,Y,60.933,Y,53.067,Y,57.0,,MG_KG,OREAS_502C,TSV_LB0002610007-99948,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.564593301435,2.744900528833,59.6543896739735,1.5412048102689428,7.766193301435003,4.637006698564996,12.403199999999998,62.6144325773591,Green,0,False,0.32320912468286234,0.023451263578607568,2.51,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,36.0,2020-06-26 07:30:58,GE_IMS40Q12,AS,Pass,30.54975,Y,38.45025,Y,37.0047,Y,31.9953,Y,34.5,,MG_KG,OREAS_503C,TSV_LB0002610007-99946,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.5,4.347826086957,36.0,0.0,5.4502500000000005,2.450249999999997,7.900499999999997,68.9861401177141,Green,0,False,0.32006170231706693,0.01750177747238125,3.48,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,8.91,2020-06-26 07:30:58,GE_IMS40Q12,AS,Pass,4.537946,Y,11.102054,Y,9.901684,Y,5.738316,Y,7.82,,MG_KG,OREAS_62F,TSV_LB0002610007-99945,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.09,13.938618925831,8.8333783783785,0.10835933646814533,4.372054,2.1920540000000006,6.564108000000001,66.60545499860757,Green,0,False,0.31396605349020285,0.005979339811016518,9.91,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,0.0774,2020-06-26 07:32:39,GE_IMS40Q12,BI,Pass,-0.037002,Y,0.177002,Y,0.137872,Y,0.002128,Y,0.07,,MG_KG,OREAS_62F,TSV_LB0002610007-99939,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.0074,10.571428571429,0.07059189189199999,0.009628118820435834,0.114402,0.099602,0.214004,53.45787929197585,Green,0,False,0.3116642369586481,0.0016282792026935456,7.44,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,0.617014925373,2020-06-26 07:32:39,GE_IMS40Q12,BI,Pass,0.43998,Y,0.76002,Y,0.70152,Y,0.49848,Y,0.6,,MG_KG,OREAS_503C,TSV_LB0002610007-99941,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.017014925373,2.8358208955,0.617014925373,0.0,0.17703492537299997,0.14300507462700007,0.32004000000000005,55.3164996166104,Green,0,False,0.3114027689577444,0.0011340334174742303,2.01,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,5021.890469253731,2020-06-26 07:34:06,GE_IMS40Q12,CU,LowerWarning,4839.3,Y,5914.7,Y,5717.9018,Y,5036.0982,Y,5377.0,,MG_KG,OREAS_503C,TSV_LB0002610007-99935,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-355.109530746269,-6.604231555631,5021.890469253731,0.0,182.5904692537306,892.809530746269,1075.3999999999996,16.978842221845884,Yellow,1,True,0.592003881734735,0.5315466148367645,27.91,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,45.472,2020-06-26 07:34:06,GE_IMS40Q12,CU,UpperWarning,28.5718,Y,46.0282,Y,42.83532,Y,31.76468,Y,37.3,,MG_KG,OREAS_62F,TSV_LB0002610007-99934,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,8.172,21.908847184987,45.472,0.0,16.9002,0.5561999999999969,17.4564,96.81377603629616,Yellow,1,False,0.34538301344071215,0.0653659568588964,26.97,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,30650.4849776699,2020-06-26 07:34:45,GE_IMS40Q12,CU,Pass,27900.0,Y,34100.0,Y,32965.4,Y,29034.6,Y,31000.0,,MG_KG,OREAS_624,TSV_LB0002610007-99932,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-349.515022330099,-1.127467813968,30650.4849776699,0.0,2750.484977669901,3449.515022330099,6200.0,44.3626609301597,Green,0,True,0.7398618787711898,0.8110385281632847,21.07,Low
Standard,Sample,OREAS_502C,TSV_LB0002610007,7157.894631578947,2020-06-26 07:34:45,GE_IMS40Q12,CU,LowerWarning,7044.3,Y,8609.7,Y,8323.2318,Y,7330.7682,Y,7827.0,,MG_KG,OREAS_502C,TSV_LB0002610007-99929,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-669.105368421053,-8.548682361327,7157.894631578947,0.0,113.59463157894697,1451.8053684210536,1565.4000000000005,7.256588193365716,Yellow,1,True,0.6274593809750679,0.598567171852591,30.95,Medium
Standard,Sample,OREAS_502C,TSV_LB0002610007,231.674641148325,2020-06-26 07:35:56,GE_IMS40Q12,MO,Pass,203.2644,Y,248.7356,Y,240.4188,Y,211.5812,Y,226.0,,MG_KG,OREAS_502C,TSV_LB0002610007-99928,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,5.674641148325,2.510903162976,231.674641148325,0.0,28.410241148325014,17.060958851674997,45.47120000000001,62.47963798695659,Green,0,False,0.3605395494890438,0.09401594092777409,4.11,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,17.825242718447,2020-06-26 07:35:56,GE_IMS40Q12,MO,UpperWarning,14.54449,Y,18.05551,Y,17.41329,Y,15.18671,Y,16.3,,MG_KG,OREAS_624,TSV_LB0002610007-99925,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.525242718447,9.357317291086,17.825242718447,0.0,3.280752718447001,0.2302672815530009,3.511020000000002,93.44158445258071,Yellow,1,False,0.33308076644463996,0.04211135703972052,17.60,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,338.308449253731,2020-06-26 07:38:11,GE_IMS40Q12,MO,UpperWarning,286.0728,Y,349.9272,Y,338.2566,Y,297.7434,Y,318.0,,MG_KG,OREAS_503C,TSV_LB0002610007-99923,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,20.308449253731,6.386304796771,338.308449253731,0.0,52.235649253731026,11.61875074626903,63.854400000000055,81.80430675682643,Yellow,1,False,0.39590063166716855,0.16085802396250962,18.49,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,1.853,2020-06-26 07:38:11,GE_IMS40Q12,MO,Pass,1.56698,Y,2.19302,Y,2.078528,Y,1.681472,Y,1.88,,MG_KG,OREAS_62F,TSV_LB0002610007-99920,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.027,-1.436170212766,1.853,0.0,0.28601999999999994,0.3400200000000002,0.6260400000000002,45.68717653824035,Green,0,False,0.3113322597288016,0.0010007517573720473,1.03,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,15.93,2020-06-26 07:39:30,GE_IMS40Q12,PB,IgnoredUpperFailure,5.193864,Y,9.126136,Y,8.407272,Y,5.912728,Y,7.16,,MG_KG,OREAS_62F,TSV_LB0002610007-99915,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,8.77,122.486033519553,15.93,0.0,10.736136,-6.803863999999999,3.932272000000001,273.02628098971786,Red,2,False,0.3965834286354444,0.1621486963299292,59.05,Medium
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,22.925373134328,2020-06-26 07:39:30,GE_IMS40Q12,PB,UpperWarning,17.28958,Y,23.91042,Y,22.69914,Y,18.50086,Y,20.6,,MG_KG,OREAS_503C,TSV_LB0002610007-99919,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,2.325373134328,11.28821909868,22.925373134328,0.0,5.635793134328001,0.9850468656719968,6.620839999999998,85.12202582040955,Yellow,1,False,0.330016683174185,0.03631940453788796,18.81,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,52.252427184466,2020-06-26 07:42:22,GE_IMS40Q12,SB,IgnoredLowerFailure,60.1727,Y,73.8273,Y,71.3282,Y,62.6718,Y,67.0,,MG_KG,OREAS_624,TSV_LB0002610007-99914,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-14.747572815534,-22.011302709752,52.252427184466,0.0,-7.920272815533998,21.574872815533993,13.654599999999995,-58.00442939034466,Red,2,False,0.39213092482781237,0.15373225059664994,39.25,Medium
Standard,Sample,OREAS_502C,TSV_LB0002610007,6.282296650718,2020-06-26 07:42:22,GE_IMS40Q12,SB,Pass,5.608148,Y,7.131852,Y,6.853483,Y,5.886517,Y,6.37,,MG_KG,OREAS_502C,TSV_LB0002610007-99913,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.087703349282,-1.376818670047,6.5039390230334995,0.3134496489251266,0.6741486507180001,0.8495553492820003,1.5237040000000004,44.244069105154274,Green,0,False,0.3120048262440207,0.002272085780188539,1.02,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,1.323,2020-06-26 07:43:35,GE_IMS40Q12,TE,Pass,0.95496,Y,1.44504,Y,1.3554,Y,1.0446,Y,1.2,,MG_KG,OREAS_62F,TSV_LB0002610007-99902,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.123,10.25,1.315554054054,0.010530157741530101,0.3680399999999999,0.12204000000000015,0.49008000000000007,75.09794319294807,Green,0,False,0.3138457057754309,0.0057518498291402745,7.32,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,0.342686567164,2020-06-26 07:43:35,GE_IMS40Q12,TE,Pass,0.190015,Y,0.509985,Y,0.451465,Y,0.248535,Y,0.35,,MG_KG,OREAS_503C,TSV_LB0002610007-99909,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.007313432836,-2.089552238857,0.342686567164,0.0,0.152671567164,0.16729843283600004,0.31997000000000003,47.71433795793355,Green,0,False,0.31168681953065847,0.0016709664187083677,1.50,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,0.625922330097,2020-06-26 07:43:35,GE_IMS40Q12,TE,Pass,0.549975,Y,0.950025,Y,0.8769,Y,0.6231,Y,0.75,,MG_KG,OREAS_624,TSV_LB0002610007-99907,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.124077669903,-16.5436893204,0.6997536178785,0.10441320850806823,0.07594733009700005,0.32410266990299996,0.40005,18.98445946681666,Green,0,False,0.3177555254848174,0.013142474707338382,11.91,Low
Standard,Sample,OREAS_502C,TSV_LB0002610007,0.373779904306,2020-06-26 07:43:35,GE_IMS40Q12,TE,Pass,0.289018,Y,0.630982,Y,0.568468,Y,0.351532,Y,0.46,,MG_KG,OREAS_502C,TSV_LB0002610007-99903,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.086220095694,-18.743499063913,0.44363413819950004,0.09878880496137007,0.084761904306,0.25720209569400004,0.34196400000000005,24.786791681580514,Green,0,False,0.31674212049231487,0.011226863066397893,13.40,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,1.494,2020-06-26 07:44:47,GE_IMS40Q12,W,Pass,1.033444,Y,1.986556,Y,1.812302,Y,1.207698,Y,1.51,,MG_KG,OREAS_62F,TSV_LB0002610007-99897,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.016,-1.059602649007,1.494,0.0,0.46055599999999997,0.492556,0.953112,48.32128857888684,Green,0,False,0.31118659384759423,0.000725403540427129,0.76,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,4.298507462687,2020-06-26 07:44:47,GE_IMS40Q12,W,Pass,3.71008,Y,5.08992,Y,4.8378,Y,3.9622,Y,4.4,,MG_KG,OREAS_503C,TSV_LB0002610007-99899,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.101492537313,-2.306648575295,4.298507462687,0.0,0.5884274626869996,0.7914125373130005,1.3798400000000002,42.64461551245069,Green,0,False,0.311901122706943,0.0020760578305509193,1.67,Low
Standard,Sample,OREAS_502C,TSV_LB0002610007,4.333014354067,2020-06-26 07:45:28,GE_IMS40Q12,W,Pass,3.826944,Y,5.233056,Y,4.975752,Y,4.084248,Y,4.53,,MG_KG,OREAS_502C,TSV_LB0002610007-99896,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.196985645933,-4.348469005143,4.333014354067,0.0,0.506070354067,0.9000416459330003,1.4061120000000003,35.99075707105834,Green,0,False,0.3143983777985357,0.006796550584429873,3.21,Low
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,3.720388349515,2020-06-26 07:45:28,GE_IMS40Q12,W,LowerWarning,3.683036,Y,5.056964,Y,4.805689,Y,3.934311,Y,4.37,,MG_KG,OREAS_624,TSV_LB0002610007-99893,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.649611650485,-14.86525515984,3.720388349515,0.0,0.03735234951499988,1.336575650485,1.3739279999999998,2.7186540717562995,Yellow,1,False,0.33141639881692253,0.03896524859734269,21.38,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0002610007,92.189054726368,2020-06-26 07:48:01,GE_IMS40Q12,ZN,Pass,78.2478,Y,95.7522,Y,92.5506,Y,81.4494,Y,87.0,,MG_KG,OREAS_503C,TSV_LB0002610007-99890,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,5.189054726368,5.964430719963,92.189054726368,0.0,13.941254726368001,3.563145273632003,17.504400000000004,79.6442878725806,Green,0,False,0.3335584694203405,0.04301434586248538,5.25,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0002610007,146.2,2020-06-26 07:48:01,GE_IMS40Q12,ZN,IgnoredUpperFailure,32.5,Y,67.5,Y,61.1,Y,38.9,Y,50.0,,MG_KG,OREAS_62F,TSV_LB0002610007-99888,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,96.2,192.4,146.2,0.0,113.69999999999999,-78.69999999999999,35.0,324.85714285714283,Red,2,False,0.4957053051524171,0.3495160587689952,63.74,High
Standard,OREAS_624,OREAS_624,TSV_LB0002610007,22529.12587718446,2020-06-26 07:50:36,GE_IMS40Q12,ZN,Pass,21600.0,Y,26400.0,Y,25521.6,Y,22478.4,Y,24000.0,,MG_KG,OREAS_624,TSV_LB0002610007-99887,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-1470.874122815541,-6.128642178398,22529.12587718446,0.0,929.1258771844587,3870.8741228155413,4800.0,19.356789108009558,Green,0,True,0.718134264908034,0.7699674160668858,23.54,Low
